X;Y
54;111
59;126
69;140
82;148
99;151
116;153
132;156
148;160
164;164
179;168
196;171
212;173
228;175
246;176
263;176
281;176
298;176
315;175
332;174
350;172
366;170
381;167
398;164
414;159
429;155
445;152
462;150
478;148
492;140
503;128
506;112
502;96
491;84
477;76
460;74
443;73
427;70
411;66
395;61
379;57
363;55
347;52
332;50
316;49
299;49
283;48
265;48
248;49
231;50
214;51
198;54
182;56
166;60
150;64
134;69
118;72
101;74
84;75
69;83
58;96
