n;a(n);b(n);c(n);d(n);Invariant of a(n);Invariant of b(n);Invariant of c(n);Invariant of d(n)
0;586,932533755787;n. def.;300,037334241624;n. def.;n. def.;n. def.;n. def.;n. def.
1;-196,749120065268;-27,1527645253321;-11,6804995492582;83,5637402154323;1;1,96762833280461E-16;3,13031780218916E-16;-0,424823975667114
2;0,0486102550389781;0,130492597408601;-0,340166158587469;0,0186444341520057;-0,000411657579874358;-0,000566980618345489;0,00162404912235051;-0,000552503499630173
3;-15,6075181612408;-6,79462385314197;-5,26864765918785;11,8287668580616;0,0857063402163216;-3,09055294271109E-05;0,000493643076548845;-0,0651946623918996
4;0,0402541777488696;0,103822197528469;0,170350672184757;0,0752904425468325;-0,000445839371639019;-0,000340919462009704;-0,000929313717187868;0,000122680874036167
5;-2,81408562901071;-2,25369721702955;-4,13201116314555;4,9526394873745;0,0181519961251144;-0,000183965963898441;0,000357814090118162;-0,0324726111897712
6;-0,00406239561857328;0,0935583389714502;-0,201617370974052;-0,0928288031406276;-0,000329708423033815;-0,000336520357056464;0,00103432865487151;-0,000423605812192627
7;-0,328529972357928;-0,421825806408468;-1,36866363180141;1,02837532904869;0,00268862313800275;-0,000137485779716622;-0,000268611637909564;-0,00861528608148804
8;-0,0386314019186384;0,123030769237384;-0,113203598227561;0,0617170790678694;-0,000461135970537037;-0,000457653625458586;-1,41286543664885E-05;-0,00064859504777019
9;-0,012341241326986;0,0644952545171104;0,180641442065167;-0,117063293098582;-0,000285192134561994;-0,000165914898798201;0,000252633198113687;0,00105414653791494
10;-0,0440929219661526;0,0904841096373362;0,0908498562724282;-0,014038212658065;-0,000401418400657043;-0,000308963681306007;-2,27291365545734E-05;0,000462550203356275
11;-0,0340149388318316;0,0510790370683305;0,545707709914708;-0,0292293552559758;-0,000245267973498401;-0,000185482823791737;-3,54078326276995E-05;0,00275145557769067
12;-0,0659767057529306;0,0402139325685699;0,0282379145414803;-0,0377089949343489;-0,000225125502609292;-0,000317027591261795;0,000199581114911688;0,000128773793069044
13;-0,0151785247244898;-0,0539252395347557;0,253854112207307;0,0427795520651533;0,000250044439973723;-0,000129438692946026;5,17410974084978E-05;0,00129522489224009
14;-0,0542790775789898;0,0109066763473336;0,00445244553550629;0,0717324945922975;-0,000144120025312733;-0,000238656146372898;-0,00033234231630401;0,000143062249845379
15;0,00412832655442677;-0,0890689615465309;-0,102171166338822;-0,108994646134494;0,000407489932675602;-0,000189521633913389;0,000248440516596716;-0,000709673722324013
16;-0,0186025719198133;-0,00325456866243998;-0,019530688236546;0,0374691893883613;-4,10450985368872E-05;-8,58337616854142E-05;-0,00021071827421592;2,90960610280847E-05
17;0,010240919215835;-0,0494550523486014;-0,182146186560988;-0,0642714996338811;0,000216443080028469;-0,000133690628539765;-0,000392182668758325;-0,000889885672028366
18;0,000200920339803611;-0,0145861460342963;0,0581274446895671;0,00779866712389879;4,71451124863372E-05;-5,62774260493113E-05;0,000202846698522361;0,000214598780969427
19;0,00890644715618394;-0,0323821688848457;0,046667485251181;-0,0177198591241275;0,000122882579262831;-0,000116354175028836;0,000247148765817291;4,51765690598502E-05
20;0,0122052735067114;-0,0148207220958326;-0,0184271190436929;0,0107953798300952;8,58502850546786E-05;-4,4235405831916E-05;-0,000106785889706112;1,32866348909484E-05
21;0,00701987701219777;-0,0374160448588079;0,0115986242018941;0,0243543080309359;8,42781423531178E-05;-0,000172039726667867;2,35422030352047E-05;0,000133902938472667
22;0,0224596945792945;-0,00674288783356965;-0,00927000800471613;0,0331315287923738;0,000116522313187189;-1,85200361420788E-05;-6,84746025434793E-05;0,000159173358428055
23;0,0176216976705205;-0,0275990789643363;0,00109233863249553;0,0446584169900601;8,81951925655974E-05;-0,000139095084988637;6,28304798387402E-06;0,000224953030623299
24;0,0254192957531067;-0,00462263060656954;0,0086677974006373;-0,013848455295345;0,000123489168658051;-4,10471218216824E-05;3,33287172617316E-05;-7,51160835458017E-05
25;0,0265792256162251;-0,024766597531314;0,0308314741470286;-0,000598198099804483;9,4699693994185E-05;-0,000156614835992951;0,000148390718683013;-4,52600763657743E-05
26;0,0256548171071067;-0,00421029235900178;0,0222244911690496;0,00845782126167491;0,000109829182473806;-7,13865654968808E-05;0,000119475602991835;-5,97590482784122E-06
27;0,0422796072269321;-0,0158032036999595;-0,0292814300944779;0,03709528018793;0,000139710045993077;-0,000179007644767774;-2,79847720395345E-05;0,000236471545906196
28;0,0292949352403987;-0,00876534542585359;0,0365952190586218;0,016135710612757;8,61425443683329E-05;-0,000127769358145309;0,000193869206649806;-5,40512568451089E-05
29;0,0402344522291616;0,00388071617320507;0,00743453615007161;-0,0459652206188869;0,000151764921122744;-0,000135616363579492;-0,000144619708524951;-0,000184500905126718
30;0,0330461456202436;-0,00134682101975898;-0,0360050453375172;0,0134913435992224;8,96658662712512E-05;-0,000140122722467617;-4,81897324349539E-05;0,000187643491801998
