X;Y
103;215
105;234
113;251
126;265
142;273
161;275
180;273
200;274
218;277
237;282
255;285
274;288
292;290
312;292
331;293
351;293
371;293
391;292
410;292
429;290
448;287
467;284
485;281
504;277
522;275
542;276
561;277
579;272
594;260
604;246
610;228
607;211
600;195
587;181
571;172
552;170
533;171
514;171
495;167
477;163
459;160
440;157
421;155
402;153
384;152
364;152
344;152
324;152
304;153
285;155
266;157
248;160
229;164
211;168
192;171
173;170
154;168
136;172
120;183
110;198
