X;Y
109;176
115;194
127;209
142;219
160;221
179;219
198;219
217;222
235;225
253;228
272;231
290;234
309;235
328;236
347;237
367;237
386;236
405;235
424;234
443;232
461;229
479;225
497;222
516;219
535;218
554;218
573;216
589;207
602;193
608;177
609;159
602;142
590;128
574;119
556;117
536;117
517;116
499;112
481;109
463;105
445;101
426;98
408;96
389;95
370;94
350;94
331;95
312;96
293;98
275;101
257;104
239;108
221;113
203;116
184;118
165;117
147;119
130;128
117;142
110;158
