X;Y
133;236
134;256
141;276
154;293
172;304
193;308
215;308
237;309
258;311
279;315
301;318
322;320
344;322
366;324
388;324
410;325
431;325
453;325
475;324
496;323
518;321
540;319
561;316
582;313
604;311
626;311
648;309
668;302
685;290
695;272
701;252
700;231
691;211
678;195
660;184
640;179
618;180
596;179
575;176
553;173
532;170
510;168
489;166
467;164
445;163
423;162
402;163
380;163
358;164
336;166
314;168
293;170
271;173
250;175
229;177
206;177
186;177
167;184
149;199
139;217
