X;Y
137;206
143;222
154;233
167;243
182;247
197;251
213;256
228;261
243;265
259;270
274;273
290;275
307;277
323;279
340;280
357;279
373;279
390;277
406;275
422;273
438;270
454;266
469;262
485;257
500;252
515;248
530;242
543;231
552;218
555;203
554;187
547;173
535;160
521;152
506;147
491;142
476;137
461;132
446;128
430;124
414;122
398;119
382;118
365;117
348;117
331;118
315;119
299;120
283;123
267;125
252;129
236;133
221;138
206;143
191;148
175;152
161;158
150;170
142;182
138;197
