X;Y
77;115
79;134
88;149
102;159
119;164
137;165
155;168
173;172
190;177
207;181
224;185
242;189
260;191
278;193
296;194
315;195
334;195
352;195
370;193
389;191
406;188
424;185
442;181
459;176
476;171
493;167
511;165
530;164
547;159
560;147
567;131
567;114
558;97
545;86
528;82
509;81
492;78
474;74
457;69
440;65
422;61
405;58
387;55
369;53
350;52
331;52
312;52
293;53
275;54
257;56
239;59
221;62
204;65
187;70
169;75
152;78
134;80
115;81
99;88
85;100
