n;a(n);b(n);c(n);d(n);Invariant of a(n);Invariant of b(n);Invariant of c(n);Invariant of d(n)
0;517,189282258388;n. def.;218,391141138551;n. def.;n. def.;n. def.;n. def.;n. def.
1;-181,729184861346;-22,39493083483;-8,21384411343353;65,6340933934631;1;-7,7610868794039E-17;6,79095101947841E-17;-0,361247998007617
2;-0,0225219436423981;0,073054402539697;-0,216312369773339;-0,128171409825271;2,37238632841213E-05;-0,000416582461798916;0,00131572228199661;0,000393311686543921
3;-16,4449427280493;-6,33532012971674;-3,13203181411786;7,9961214521014;0,0962464215662201;3,32831818580693E-05;0,000221580027365352;-0,0468994670028134
4;-0,0216487011142217;0,0769097520772192;-0,098392018286693;0,0759134465660419;-9,28525185007754E-05;-0,00042679913407522;0,000279499128435299;-0,00061817971015043
5;-4,21078161740165;-2,98812352150455;-2,44316633520088;3,63398921913014;0,0281978795443248;0,000136568430950419;-0,000494555618020139;-0,0239103892635848
6;-0,0156213330861409;0,05942635694583;0,036475924647079;0,0593420468691263;-0,000154334657964287;-0,000298211389980285;-0,000364880496221745;-0,00010696841258179
7;-1,16799693063541;-1,41013865352942;-1,91965739312643;1,68250140352898;0,00999736306543428;0,000216313791892388;-8,00326888057184E-05;-0,0139408413268966
8;-0,0248600445159195;0,0403373508226877;-0,057606360816022;-0,0413135617004505;-0,000106727766057668;-0,000235717710603132;0,000362895518211386;-0,000134928765695894
9;-0,231340456083925;-0,561269647527913;-1,09483541511599;0,59099830731532;0,003305037627512;0,00025585956743275;-0,000173590253037072;-0,00679290086361986
10;-0,0340624930092564;0,0433307033190743;-0,0868185973045399;-0,00623886593449891;-0,000159001822427979;-0,000255834979131394;0,000193623737268298;-0,000434007815440029
11;0,0105297747513001;-0,161611695307962;-0,427102144025812;0,0906264801937694;0,00084753685861707;0,000251237355902688;3,76363836584035E-05;-0,00238438960688173
12;-0,0530377777800956;0,0362135258394765;-0,0135065111407775;-0,117420454075399;-0,000166495735837151;-0,00030843485224919;0,000645592479170902;-7,31348275161725E-06
13;0,0495308777179522;-0,0157849669030088;-0,0159202993440601;0,0478375946653175;9,12632224572367E-05;0,000268709286974534;-0,000262977457899752;-8,20432741265528E-05
14;-0,0674087603288774;0,0105089090192463;-0,00198992006594834;-0,00992024037782509;-0,000108819927208106;-0,000356348301423267;5,21829549383302E-05;-1,8138648812473E-05
15;0,0559903442741463;-0,000656160115212077;0,174360368195977;0,0525069581139164;8,32814076251816E-05;0,000295018839801645;-2,82331939063141E-05;0,000993859146360131
16;-0,0525421666509847;0,00384851556323421;-0,0604614188071515;0,0329267140593222;-0,000127863729083867;-0,000258048082698343;-0,000290931335835573;-0,000237856290208907
17;0,0533708354218294;-0,0138751230514927;0,105606598906811;0,0174179575774401;0,000208329408682405;0,000218066081191065;0,000197737010906288;0,000549860326120478
18;-0,038858694829137;-0,00172082443011067;0,00312055936579408;0,0437218254373324;-0,000117785517631845;-0,000176759538494235;-0,000182628611226912;0,000154799878106496
19;0,0641069361538882;-0,0202767522644261;0,0719492127713712;0,103630166254692;0,000320194411766677;0,000180096605430649;-0,000144157806995231;0,000673661089059234
20;-0,0204582022321369;-0,0124636941286036;-0,00876207098448148;0,0467286895622521;-4,23853946793676E-05;-0,000123699866462545;-0,000200143005688406;0,000165469356143521
21;0,0888780930411456;-0,0178202363461269;0,0522613866763502;0,0783154287243712;0,000460705538826057;0,000181615499190878;7,77420841277565E-06;0,000513992234099108
22;-0,0202223320412813;-0,0232165724615308;0,0249553900162729;-0,0348071589180674;-4,40860006390055E-05;-0,000162310992288966;0,000205475831246595;-0,000111699764311955
23;0,0999859237845629;-0,0123771967494936;0,0577336870904394;0,0339992367569135;0,000538916056060263;0,00011212187233442;0,000238264831542366;0,00027726466876269
24;-0,014202292390893;-0,0253348015188744;-0,0433116330611371;0,0300365619703907;-4,78847214802672E-05;-0,000151197807733008;-0,000265016055216002;0,000112403307753849
25;0,0989257217579131;-0,000614750182608869;0,0154044701718742;-0,000829136673018432;0,000538742352134999;4,16126724866646E-05;8,37929086096987E-05;2,45540670108132E-06
26;-0,00645349687201384;-0,0274407706545629;0,0495240380161629;-0,011609408364071;-4,0855324182246E-05;-0,000148433125412077;0,000267822077362241;-7,37910699543964E-05
27;0,0895397407126918;0,0165397894285317;0,013361195872805;0,00374726702930622;0,000497229353124188;1,06007547238963E-05;7,49212923009556E-05;8,46793798031635E-06
28;-0,000186312550076306;-0,0352751571090975;0,0162494778122917;-0,000246236919752101;-5,48328860404511E-05;-0,00018468635587197;8,48639968061039E-05;-2,59857961521507E-05
29;0,0716107334523547;0,0265832387982023;0,0308731151225061;-0,0292162900285732;0,000416709517470118;-2,12529754170381E-05;9,15562670562964E-05;-0,000213165646593453
30;0,00744047474674009;-0,0412817413153733;0,0642480911004206;0,00319748760078892;-7,83155609402917E-05;-0,000215323412889769;0,000311901329619576;-0,000161633290332635
