X;Y
78;148
79;164
84;180
93;194
105;205
119;212
135;215
152;216
168;218
185;221
201;224
217;226
234;228
251;229
268;230
285;231
301;230
318;230
335;229
352;228
369;226
385;223
401;221
417;218
434;216
451;215
467;212
481;204
493;192
501;178
505;163
504;146
499;130
490;116
478;105
464;99
447;96
430;94
414;92
398;89
382;86
366;84
349;82
332;80
316;79
299;79
282;79
266;80
249;81
232;83
215;85
199;87
183;90
166;92
150;94
133;95
117;98
103;106
91;119
82;133
