X;Y
58;104
60;119
68;132
81;141
97;143
112;146
127;151
141;156
156;162
170;166
185;169
201;172
216;175
232;176
247;178
263;178
279;178
295;177
312;176
327;174
343;171
358;168
373;164
388;159
402;154
416;149
431;145
447;144
462;138
473;128
478;114
476;99
467;86
454;78
439;75
423;72
408;68
394;63
380;58
365;53
350;49
334;46
319;44
304;42
288;41
273;40
257;41
242;41
226;42
210;44
194;47
179;50
164;53
149;58
135;63
120;69
106;73
90;75
75;80
64;90
