X;Y
39;132
44;150
55;165
70;176
87;181
106;181
126;181
144;184
162;188
180;191
198;194
216;196
235;197
254;198
273;199
293;199
312;199
331;198
350;196
369;194
387;192
405;188
423;184
441;181
459;179
478;180
497;179
514;171
528;159
536;143
538;125
532;108
522;92
507;82
489;78
470;79
452;79
433;76
416;73
398;69
380;66
361;64
343;62
324;61
305;60
285;60
266;60
247;61
228;62
209;64
191;66
174;72
156;72
138;76
120;78
100;78
81;79
64;86
50;99
42;114
