X;Y
82;165
88;181
96;196
110;208
126;213
143;212
160;212
177;213
194;216
211;219
229;221
246;223
264;224
282;225
299;225
316;225
334;224
352;223
370;222
388;220
405;218
422;215
439;212
456;209
473;208
491;209
509;207
524;200
536;187
543;172
544;156
539;139
529;125
515;116
498;113
480;113
463;113
445;110
429;107
412;104
394;101
377;99
360;98
342;96
325;95
309;95
292;96
274;97
256;98
239;100
221;103
204;106
188;109
171;112
153;114
136;113
118;114
102;122
90;135
84;151
