X;Y
111;229
117;250
129;267
147;277
167;281
189;283
210;288
230;292
251;297
271;301
292;304
313;307
334;309
356;311
378;312
400;312
421;311
443;310
465;308
486;306
507;303
528;299
548;295
569;290
589;284
609;280
631;278
651;274
669;263
682;246
686;226
681;206
668;188
651;178
630;175
609;173
588;169
567;164
547;160
527;156
505;152
484;150
463;148
441;146
420;145
398;145
376;145
354;146
332;148
311;150
290;153
269;157
249;161
228;166
208;171
187;175
166;178
146;182
127;193
116;210
