X;Y
59;126
64;143
75;157
90;166
108;168
127;169
144;172
162;177
179;181
196;185
214;188
230;191
248;193
266;194
285;195
304;195
323;194
341;193
360;192
378;189
396;187
413;183
431;179
448;175
465;171
483;168
500;167
518;165
534;157
545;144
548;127
544;110
534;96
518;88
501;86
482;85
464;82
447;78
430;73
413;69
395;66
377;63
360;60
341;59
322;57
305;57
286;57
267;58
249;60
231;62
213;65
195;68
178;72
161;76
144;81
126;84
108;85
90;86
74;95
64;109
