X;Y
100;154
101;170
107;185
118;197
131;205
146;209
161;213
176;218
191;223
206;227
221;231
237;234
253;237
269;238
285;240
302;241
317;240
334;239
350;238
366;236
382;233
398;229
413;226
428;222
443;217
458;213
474;209
489;204
501;194
510;181
514;167
515;152
510;137
499;124
487;116
471;111
456;108
440;104
426;100
410;95
395;91
380;88
364;85
348;83
331;82
315;81
299;81
282;81
266;83
250;85
234;88
218;91
203;95
188;99
173;104
158;108
143;112
127;117
115;127
104;140
