X;Y
43;94
49;105
59;113
70;115
82;118
94;121
105;126
116;130
127;134
139;137
150;139
162;141
175;142
187;143
200;143
213;143
226;142
238;142
250;140
262;138
274;136
286;132
297;129
308;124
319;120
331;116
342;114
353;108
361;99
365;88
363;77
358;66
348;59
337;55
325;52
314;48
303;44
292;39
281;36
269;32
258;30
246;28
233;27
221;26
208;26
195;26
182;27
170;28
158;30
146;32
135;35
123;38
112;43
101;47
90;51
79;55
67;58
56;62
47;71
43;82
