n;a(n);b(n);c(n);d(n);Invariant of a(n);Invariant of b(n);Invariant of c(n);Invariant of d(n)
0;504,903220183373;n. def.;250,45511072603;n. def.;n. def.;n. def.;n. def.;n. def.
1;-162,274312411249;-24,3747903352317;-9,74910320468511;63,9751250678683;1;2,16503724917429E-17;-1,08251862458715E-17;-0,394366628287197
2;-0,0939486401236087;0,00966635389801597;-0,111537056245598;-0,673889491035776;0,000531977412890819;-0,000220379094858672;0,00185275383656657;0,00372747269206981
3;-14,202068340265;-6,75591080064764;-1,98770946900867;3,93215414974525;0,0958417621233973;-0,000226197567681092;0,000493570657156619;-0,0268436506518523
4;-0,0982075829786783;0,011512538287639;-0,142671320017011;0,0222183495520331;0,000457027163761846;-0,000394060129304551;0,000643801750374405;-0,000598940822765441
5;-3,85322203802281;-3,54020430315789;-2,08635743778278;2,35687752929753;0,0318874375462539;-3,22847689755603E-05;-0,000394467932503992;-0,0191785035323299
6;-0,0658412457496499;0,0120835097881253;-0,018560971144911;-0,0494717192995967;0,000194839369374631;-0,000358467553658324;0,000305496542427087;0,000101546158003079
7;-1,04143130464852;-1,76237608706009;-2,58644652056348;1,38336486992545;0,0124755940540933;-6,54779697850785E-05;0,000680198477365993;-0,0178612836931765
8;-0,0638908777603311;-0,0162495902322183;-0,031192648519435;-0,0307065361663617;0,000237012776424286;-0,000324671186445322;0,000244178120486025;-0,000106504114611594
9;-0,164754014259675;-0,622515050402495;-1,69364656012643;0,40298093729564;0,0039228795387152;-0,000113486592642375;-1,5536356393908E-05;-0,0106091709127016
10;-0,0464062364994809;-0,0300018699976109;-0,0174347464055427;-0,00933693327215556;0,000205926476091223;-0,000266606677445704;6,53877712548084E-05;-0,000100847240959574
11;-0,0206955015252187;-0,130654374330874;-0,582026386178077;-0,108924373917715;0,00078678687527028;-0,000181061809308822;0,00043156724679759;-0,00358229608844316
12;-0,0495346509119709;-0,0411258777616666;0,0115957993289081;-0,0703083684963985;0,000181368645490777;-0,000348154703936225;0,000433523796129409;-2,14201494979592E-05
13;-0,018227776197565;-0,00922033392376311;-0,0420197010197942;0,0584125404345197;1,27493649851044E-05;-0,000123897516520135;-0,000423631150883094;-0,000113157927960101
14;-0,0370951609900873;-0,0429824246576491;-0,0177932862234134;0,012050346930358;0,00011780398377266;-0,000325340124951048;-0,000117200995676172;-5,83434967158947E-05
15;-0,0204817453717872;0,00165004612655887;0,142160020712926;0,0740230222012365;-8,4269462109609E-05;-9,15068346342296E-05;0,000174593761040638;0,000961112938137822
16;-0,0281698320667226;-0,041169534176375;0,012061591345682;-0,0183316353334714;4,92596014606465E-05;-0,000300031949876659;0,000130263407707171;-2,97250350562278E-05
17;-0,0282344719438793;-0,00635407722386053;0,0413000962190137;0,110282371377538;-0,000118545969191057;-0,000130053578812532;-0,000181159996858352;0,000694503437877461
18;-0,00111675306365573;-0,025886759034219;-0,049389171596334;0,0604397350165594;6,42246524156385E-05;-0,000143863302595475;-0,000434249049904327;0,000194393969063817
19;-0,016168247166404;-0,00415372064310161;0,000854311889991933;0,0635663148316111;-8,58838246261349E-05;-5,43363669701843E-05;-0,000115458543083651;0,000369833283962889
20;-0,00168745951534657;-0,025574640091943;0,0603828037497323;-0,0462352466067703;1,62667966903336E-05;-0,000155600040975513;0,000409803939880916;-0,000216274399590252
21;-0,0110625214211297;-0,00363184295848176;0,0102480056634789;-0,0348871414864911;-6,69190054280822E-05;-2,36128842059065E-05;6,65240983923412E-05;-0,000211362274567773
22;0,0143201548864341;-0,0309679496274931;-0,0398064932555943;0,0390277598950225;6,18963433926074E-05;-0,000198161923586674;-0,000209817391019476;0,00026743338128002
23;-0,0194373776142254;-0,0167155624153361;0,0500391068209863;-0,0655923482171899;-0,000141709893085348;-6,58416954929534E-05;0,000183440190873511;-0,000468088393496427
24;0,0233733550327545;-0,00165870949378495;-0,0188009674353511;-0,0372324512713032;0,000125251125975715;-6,83743519644577E-05;-0,000198411124139168;-0,000158964980511019
25;-0,00436700933048828;-0,0279875327185137;0,00962157454389596;0,0148196991536394;-0,000115106434237317;-0,000128509362921339;9,84744977460832E-05;4,39406569450532E-05
26;0,0137633789709398;-0,000305623676556134;0,0236868471571261;-0,00128184985341941;6,16699635409228E-05;-5,70910345917815E-05;0,000102843375472008;-0,000101472187020395
27;0,00650178745867671;-0,022355918736142;0,0109529655921974;-0,0249664669611486;-7,90444923666105E-05;-0,000118022001849679;-7,36630422618267E-05;-0,000148765065596629
28;0,0120108012810966;-0,00404248394472228;-0,0151137407420721;-0,00736305220709416;1,70787603293649E-05;-7,52421531489967E-05;-8,63452704394189E-05;5,52466501649595E-05
29;-0,000433708273450958;-0,0173698337524837;-0,0265251209324986;-0,0131158906628948;-9,8658217816833E-05;-3,86782170626232E-05;-0,000136479406690755;0,000117785338443389
30;0,00774986135687443;0,0103832490521704;-0,0527406350318463;0,00105205005176162;7,29615482044493E-05;-2,96917508403609E-05;-7,38128210981505E-05;0,000312925350625247
