X;Y
112;185
118;202
130;216
145;225
163;230
182;228
201;228
220;230
238;233
257;237
275;240
293;242
312;244
332;245
350;246
369;245
388;245
408;244
427;243
446;241
464;238
483;235
501;231
519;228
538;227
558;228
577;226
593;217
605;203
612;187
614;168
606;151
595;136
580;125
562;122
543;123
523;123
505;120
486;116
468;113
449;110
430;108
412;107
392;106
373;106
354;106
335;107
316;108
297;110
279;113
260;116
242;120
224;124
206;127
186;128
167;127
149;128
132;138
120;151
113;168
