X;Y
100;204
104;222
113;237
127;249
143;255
161;258
178;262
195;267
212;272
229;276
247;280
264;282
282;284
300;286
319;287
338;287
356;286
375;285
393;283
411;281
429;278
446;274
464;270
481;265
497;261
515;258
533;256
550;251
564;239
576;225
574;209
575;192
566;176
553;164
536;159
518;157
501;154
483;150
466;145
449;141
431;137
414;134
396;132
378;130
360;128
341;127
322;127
304;128
285;129
267;131
250;135
232;138
215;142
198;146
181;151
164;155
146;157
128;162
114;172
104;187
