n;a(n);b(n);c(n);d(n);Invariant of a(n);Invariant of b(n);Invariant of c(n);Invariant of d(n)
0;671,616881634707;n. def.;402,22558982572;n. def.;n. def.;n. def.;n. def.;n. def.
1;-205,119303035344;-16,0461175258475;-5,09174062464672;75,5026010094549;1;-3,45346406982753E-17;-6,47524513092662E-17;-0,36777570920625
2;-0,108457373908797;-0,120206310336015;0,262800360659428;-0,155856790004119;0,000618437684170986;0,000488759530970859;-0,00113796090337718;0,000953000963718428
3;-18,5960017526855;-4,44606952845886;-2,51953308757175;10,0660278380647;0,0929265317835849;-0,000193767973831152;0,000727684996006361;-0,0504338766481523
4;-0,069838988446466;-0,0840730449124515;-0,170031406881025;-0,105638362138053;0,000446141523898363;0,000280510351979377;0,000947781428501219;0,000229647510043333
5;-4,74998833441303;-1,95581731314814;-2,7716094484047;6,90138789724119;0,024968601409771;-3,83520899329849E-05;-0,00049522608439224;-0,0361422621582225
6;-0,0771883667030145;-0,067590126168376;0,101673476834167;-0,141943711262108;0,000484832253071611;0,000115041437260283;-0,000118801908916022;0,000840477769815016
7;-1,10069698487863;-0,658291901436094;-2,09020239532432;3,25286584615968;0,00623117714376467;-3,41369850270801E-05;0,000270846227271969;-0,0187913735527534
8;-0,0477132521744243;-0,0682821375461403;0,00145647917991205;0,0485223325736251;0,00038460540387309;0,000129321317648721;-0,000144389857291922;-0,000184640297223917
9;-0,150434920611421;-0,093904770953104;-0,217873744133984;0,253523922971272;0,000851001308558726;-0,000129640844954088;-8,81737542538949E-06;-0,00162526806989841
10;-0,0075916103413115;-0,054098271308202;0,0280605176777792;0,0651424705895345;0,000215396356190541;0,000157821388321342;-0,000320853261277093;-0,000122842983373655
11;-0,0243532477396604;-0,0118851904560201;0,576927212977108;-0,446932408525224;0,000120645357486984;-7,02723719236806E-05;-0,00012164952472945;0,00354462293805312
12;-0,0175191566786369;-0,0283996785154881;-0,0757525859727657;-0,0630721901670093;0,00015976574720588;1,04677723806086E-05;0,000463395731529835;-0,000124354174256621
13;-0,0247957285585452;-0,0368628968762974;0,39420228446142;-0,262126815231088;0,000215006379195564;-2,30188594999064E-05;0,000122289343185461;0,00229758520695628
14;-0,0290493394309093;-0,0118484908998686;-0,0310807797293352;0,0285752268318856;0,000113972842722015;-0,000100695266454677;-5,79821261982334E-05;-0,00019715026021758
15;-0,040356880259969;-0,0474845032228423;-0,0328864291783847;-0,0401280972093369;0,000285454686603059;-9,77523696097578E-05;0,000241299003026199;-7,78442237029739E-05
16;-0,0148776515153775;-0,0141706629512929;-0,0285992405778462;-0,0240556119961288;8,62175926444319E-05;-4,87246437159623E-05;0,000152658503924915;-9,92541674268427E-05
17;-0,0282863518007172;-0,0676055078938962;-0,117210878210558;0,0850583292564387;0,000351640317940113;-6,12414363836312E-05;-0,000280699837958922;-0,00064507432673836
18;-0,0225150406249182;-0,011506970654023;0,00544039896645648;-0,0779100073077501;6,84828699778274E-05;-0,000101235967744556;0,000371954313653586;7,6827497668342E-05
19;0,000542191473205604;-0,0762146615299567;-0,0788454287125073;0,027372840353812;0,000370214483905046;2,49895437517551E-05;-0,000109857857995807;-0,00038990286470601
20;-0,0267219694513954;0,000163196224449785;-0,0102802158405918;0,00994904742473459;-3,70515921222054E-06;-0,000129596145940732;-4,95662410961815E-05;-4,93741702963959E-05
21;0,0022542629743735;-0,0695799243703812;0,0371712325812688;-0,0229589013351457;0,00033689711122389;-2,49487577047151E-05;0,000131264932323726;0,000168002544453903
22;-0,0214703350283273;-6,27001453241555E-05;0,0407195939719176;0,0388170556781883;-1,80766048522393E-05;-0,000103697748554482;-0,000149429415089184;0,000228566636577012
23;0,0145379315411126;-0,0484037326157434;-0,018537473998447;0,0463389479734997;0,000246638022426235;7,09569958202012E-06;-0,000239789470329044;-2,83158151636063E-05
24;-0,0193944187674352;-0,00670532692108409;-0,0396618860046842;0,0144630135526433;-4,27947261239073E-07;-9,90107743845858E-05;-0,000131059727029407;-0,000158332161220028
25;0,0173960846904361;-0,0188379297412733;-0,011412431873527;-0,0324115855595528;0,000117639603443757;4,00503910199106E-05;0,000121425526800644;-0,000115052403170965
26;-0,0220980140087696;0,00592730963107268;-0,0705185741449119;-0,0326501614835349;-7,68674992667995E-05;-7,85186129670433E-05;-2,64079322755443E-05;-0,000377159673559011
27;0,0143498143919872;-0,0101648786207205;0,00251082195910855;0,00797053135246016;7,97379640238716E-05;3,09284792768273E-05;-2,52768399957466E-05;3,16410158054122E-05
28;-0,0241302024820931;0,00117278003667119;0,0389621018661588;-0,0273100628918956;-7,7609966533105E-05;-8,92994940701208E-05;0,000220759269127349;6,73342826353068E-05
29;0,0218220744012835;-0,00717515977763724;-0,00128973916573868;0,00554816458601354;9,7482570673265E-05;5,45611903531174E-05;-2,36696616883711E-05;1,38486979252132E-05
30;-0,0188992022248205;0,000818889698920936;-0,0157199659113118;-0,00120367037199113;-6,97359949673873E-05;-5,93832081962593E-05;-5,22831655078911E-05;-5,65879060660749E-05
