X;Y
103;219
104;237
112;254
125;269
141;278
159;280
178;278
198;279
216;282
235;286
253;290
272;293
291;295
310;297
329;298
349;299
368;299
388;298
408;298
427;296
446;294
465;291
483;288
501;284
520;282
540;282
559;284
578;280
593;269
604;254
610;236
608;219
601;202
588;189
572;180
554;177
534;179
515;178
496;174
478;170
460;167
441;164
422;162
403;160
384;159
364;159
345;158
327;159
307;160
288;162
268;164
250;166
231;170
213;173
194;176
175;177
156;174
138;177
121;188
110;203
