X;Y
67;158
75;176
87;190
104;199
122;201
141;200
161;201
180;205
198;209
217;213
235;216
254;218
274;220
293;221
313;221
334;221
353;220
373;219
392;217
411;214
430;211
449;207
467;203
486;199
504;197
524;199
543;196
560;187
573;174
580;157
579;138
572;120
560;106
544;97
525;94
505;96
486;95
468;92
449;88
430;85
412;82
392;80
373;78
353;77
333;77
314;77
294;77
274;78
255;80
236;82
217;85
198;88
180;92
161;95
141;96
122;94
103;97
87;106
74;122
67;139
