X;Y
56;124
57;143
66;159
80;168
97;173
115;174
133;176
151;180
168;185
185;189
203;193
220;196
238;198
256;200
274;202
293;202
312;202
331;202
349;200
367;199
385;196
403;193
420;189
437;185
455;180
472;177
490;175
508;174
525;168
538;155
544;138
541;121
532;105
518;94
501;90
483;89
465;86
448;82
431;77
414;72
397;68
379;65
361;62
343;60
325;59
306;59
288;58
270;59
252;61
233;63
215;66
198;69
181;73
164;77
147;82
130;87
112;89
93;90
77;97
63;109
