X;Y
53;90
55;104
60;116
71;125
83;129
97;131
109;134
121;139
134;144
147;148
159;151
172;154
186;156
199;158
213;159
226;159
240;159
254;159
268;158
282;156
295;154
308;151
321;148
333;143
345;139
358;134
371;131
384;129
396;123
405;112
409;100
407;86
401;75
390;67
378;63
365;60
352;55
340;50
328;46
315;42
302;39
289;36
276;34
262;32
249;31
235;31
222;31
208;32
195;32
182;34
168;36
155;39
143;43
130;47
118;52
105;57
93;60
79;63
67;69
59;79
