X;Y
89;170
93;185
101;198
111;208
125;215
139;218
154;222
168;226
182;230
196;233
211;237
226;239
241;242
256;243
272;244
288;244
304;244
319;243
335;241
349;239
364;237
379;233
393;230
408;225
422;221
436;218
451;214
464;207
475;196
482;183
484;168
481;153
473;141
462;130
449;124
435;121
420;117
406;113
392;109
377;105
363;102
348;99
333;97
317;95
302;95
286;94
271;95
255;96
240;98
225;100
210;103
196;106
181;110
167;114
153;118
138;122
124;125
110;132
100;144
93;156
