X;Y
32;109
38;125
38;140
53;145
69;147
84;148
99;151
113;150
128;154
143;159
158;163
173;169
189;170
204;172
220;174
236;175
252;175
269;175
285;173
302;171
318;169
334;165
350;162
366;157
382;152
397;146
412;141
429;139
446;138
461;129
470;116
472;99
464;85
450;76
434;74
417;72
401;68
386;62
371;56
355;51
339;47
323;44
306;41
290;39
272;38
256;37
239;37
222;38
205;40
188;42
172;45
156;48
140;53
125;59
110;65
95;70
78;73
61;74
46;80
35;94
