X;Y
91;173
96;190
106;205
119;215
135;221
152;220
170;220
188;221
205;224
222;228
239;230
257;233
274;235
292;236
310;237
329;237
347;237
365;236
383;235
401;233
418;230
435;228
452;224
470;221
487;220
505;221
523;219
538;211
550;198
556;182
559;167
554;150
544;135
531;125
515;120
497;120
479;120
462;118
445;114
428;110
411;108
393;105
376;104
358;103
340;102
321;102
303;102
285;103
267;105
250;107
232;111
215;114
199;117
181;120
163;121
145;119
129;121
114;128
102;141
94;157
