X;Y
53;118
56;134
63;148
73;159
86;167
101;171
116;175
130;179
145;184
159;188
174;192
189;195
205;198
220;199
236;200
252;201
269;201
285;200
301;199
316;197
331;194
346;190
361;186
376;182
390;177
405;173
420;169
434;164
447;154
455;141
458;126
456;111
449;98
439;85
426;78
411;74
396;70
382;66
367;62
352;57
338;54
323;50
307;48
292;46
276;45
260;44
243;45
227;45
211;46
196;48
181;51
165;55
151;59
136;63
122;67
107;71
92;75
78;80
65;91
57;104
