X;Y
49;114
55;128
65;138
77;144
92;147
106;149
119;152
133;156
147;159
161;162
175;164
189;165
204;166
218;167
233;167
246;167
259;167
274;166
288;166
301;165
316;163
330;161
345;158
358;155
372;152
386;148
400;145
413;142
425;134
432;121
436;108
431;94
424;84
412;76
398;72
384;69
370;66
356;62
342;59
328;57
313;54
299;53
284;51
269;51
254;51
240;51
226;51
211;52
197;53
182;54
167;56
153;59
139;62
125;65
112;69
98;72
84;75
70;80
59;88
52;100
