X;Y
162;220
168;237
178;252
192;264
209;271
226;273
245;273
264;275
282;277
300;280
318;282
336;284
355;285
374;285
391;286
409;285
428;285
447;284
465;282
483;280
502;277
519;275
537;272
555;270
574;269
592;267
608;259
622;246
632;231
635;220
637;204
632;188
623;172
611;159
596;151
578;148
559;148
541;147
522;145
504;142
486;140
468;138
450;137
431;136
412;136
393;136
374;136
355;137
337;138
318;140
300;142
282;145
264;148
246;150
227;150
209;152
193;159
178;171
169;186
163;202
