n;a(n);b(n);c(n);d(n);Invariant of a(n);Invariant of b(n);Invariant of c(n);Invariant of d(n)
0;645,965162337015;n. def.;296,036211095289;n. def.;n. def.;n. def.;n. def.;n. def.
1;-227,054993461374;-11,2961708118384;-3,24485266862868;79,0450116888975;1;7,03238441261603E-17;3,90688022923113E-17;-0,347977644886393
2;0,0803853315054176;0,14686083873705;-0,89050971366999;0,415059436991803;-0,000430177180993054;-0,000599105917200304;0,00370983192630728;-0,00221648627505267
3;-21,1629797999006;-3,20410634233717;-1,856236558054;11,5381644298025;0,0941496324766216;-5,46945075082836E-05;0,000672853839293755;-0,0514054759607483
4;0,0976268084431674;0,0824592128597336;0,200499548222696;0,129412363836472;-0,000490545473561073;-0,000267078756650262;-0,000980534095194757;-0,000380065541250085
5;-5,64530911564401;-1,42440565565103;-2,00006736199155;7,83171327610214;0,0256103034697924;-6,65824545118124E-05;-7,17436664111748E-05;-0,035555528311283
6;0,100202719739334;-0,0233436972991588;0,232818978470671;0,104556273142869;-0,000385653803285165;0,000230921219309085;-0,00111634741269167;-0,000129877215584381
7;-1,51537372738162;-0,531513154478193;-1,53883396490943;4,10499498599488;0,00706242217707806;-6,79287153094372E-05;6,88883931976562E-05;-0,0192842106512474
8;0,0908873098837549;-0,0444078144970731;0,131456256355696;-0,0205079814813169;-0,000288019113984516;0,000336640030492704;-0,000496214309002576;0,000313024050527652
9;-0,27965648657232;-0,0944986643626183;-0,418972744955113;0,750007770452936;0,00128645424143349;-0,000158300828470772;0,000198147958512023;-0,00377456134968659
10;0,0579808997322216;-0,0415045566104902;0,0418977825107453;-0,0799798325517565;-0,000133764448200741;0,000282350178173964;1,00684577857045E-05;0,000397994957508145
11;-0,0267423675276124;0,0400229637852038;0,280977261220984;-0,506558681953532;5,6876816059321E-06;-0,000220390460888521;0,000136373149468511;0,00254365947933073
12;0,0286250432125735;-0,0526396784385928;0,0270849437577164;-0,0458137805486869;2,96077228416831E-05;0,000261091434119626;1,80989153237473E-05;0,000234313208754191
13;-0,0184346098350688;0,0408599866603885;0,391750050790973;-0,524386869036142;-4,66775185267698E-05;-0,000201517070295005;5,7880203214502E-05;0,00287799202793196
14;0,0174579996569025;-0,0535003794018833;-0,0473766880095634;-0,0166663672474859;9,50678539743728E-05;0,000228545894026821;0,000205940117735853;-8,00117477388729E-05
15;-0,032923484431188;0,0262577824100707;0,023450933046956;-0,0825237942862122;2,41351025804875E-05;-0,000184726471952136;0,000176592183710487;0,000332917988938534
16;0,0125597986183196;-0,0514005088395114;0,0314787230691766;-0,0111651321714171;0,000126749736522888;0,000194879218633253;-5,88620772713365E-05;0,000135091843588429
17;-0,041596995668073;0,00849196295458322;-0,0969921686525676;0,0903367119627886;9,02777552927334E-05;-0,00016152390415918;-2,56209822975773E-05;-0,000583015288321853
18;0,00571804538666747;-0,0500844996399817;0,020616224220843;-0,0350274360742532;0,000159241785808621;0,000153498241149342;6,7581184845195E-05;0,000166269992856123
19;-0,0448042567692813;-0,017641040216553;-0,120889616730258;0,115560938491918;0,000176150965873998;-0,000115717889129884;-0,000116075988052316;-0,000726729929109216
20;0,00378529413738297;-0,0395396254947746;0,00775019482770703;0,00166002049397253;0,000139372740470717;0,000105389410362267;-2,36327109074614E-05;2,55449244439511E-05
21;-0,042214152143326;-0,0226623014295898;-0,0245116275793796;0,024185025921196;0,000176851911161719;-0,000114352015052376;-4,08032911503604E-05;-0,000146092234236695
22;-0,00203563134880184;-0,0292683070113626;-0,0149089997943763;-0,0290875686340212;0,000119285806210029;4,80509023176654E-05;0,000144150695887932;-3,10948737334431E-06
23;-0,0261186634809077;-0,01652650754733;0,0554766267399067;0,0296034668919536;0,000112432655727633;-7,81137789757741E-05;-0,000214575587447814;0,000173796940492063
24;-0,004431968177754;-0,018143832110056;-0,0456588953040506;0,0214667966000966;8,17334194699695E-05;9,73586589677215E-06;-1,97626797802002E-05;-0,000220993629991084
25;-0,00850364910138597;-0,00026530979959959;0,0236756913731746;-0,0238219938689067;1,18641131424457E-05;-3,58602454961453E-05;6,96134192693612E-05;0,000130207610033644
26;0,00474064816127877;-0,0116869432595599;-0,00752425407106943;0,013441958365643;4,49104306827848E-05;3,2959722665381E-05;-4,90759520931098E-05;-4,64481815692562E-05
27;-0,00546838182913416;0,00835292119004484;0,0186835584902507;-0,0223269386295134;-3,16200568147713E-05;-3,11022497016956E-05;8,01836369580309E-05;9,96576381359572E-05
28;0,00504257044657647;-0,00662470214149312;-0,0110535962443137;-0,0257660239596055;2,52085981427443E-05;2,6278562801086E-05;0,000119275514590913;-3,15941591037184E-05
29;-0,00363073062043753;0,00356350016030896;-0,034102154359929;0,000740926700379341;-1,41350982001562E-05;-1,68643130463674E-05;1,08646824697244E-05;-0,000149703908794242
30;0,000733654271772511;0,000511603528424847;0,00650692644301828;-0,00132238587811808;-2,40466184618187E-06;3,02678736272416E-06;4,55509350539945E-06;2,8859362724912E-05
