n;a(n);b(n);c(n);d(n);Invariant of a(n);Invariant of b(n);Invariant of c(n);Invariant of d(n)
0;603,26952662368;n. def.;316,935388740868;n. def.;n. def.;n. def.;n. def.;n. def.
1;-210,500086524011;-16,4853843246842;-4,66515619387729;78,0033197294735;1;3,365103878241E-17;2,56589170715876E-16;-0,370008170533591
2;-0,122448177613064;0,0979313467933721;-0,798350295902889;-0,579937060077453;0,000464436957567945;-0,000567908124984072;0,0041785774658565;0,00209568725449989
3;-18,832420490619;-4,57482484397663;-2,54337631875968;11,5831046493443;0,0917915662133123;-8,84697431205891E-06;-0,00079627283637332;-0,056145236642872
4;-0,130651690293851;0,0424437407131951;0,028424413966696;-0,161778467748437;0,000521514861139793;-0,000393768302084129;0,000120670852184658;0,000766046705944232
5;-4,58910193379904;-1,87378607251708;-3,02034818293653;6,87931415058365;0,0234689652379803;-0,000135397357314718;0,000481346225840664;-0,0355829597097044
6;-0,0735486847285878;-0,0385506483205197;0,158450551010641;0,094271295308043;0,000400144595796287;-1,1037051663257E-06;-0,000868952225873117;-4,38558747426177E-05
7;-1,02161194930614;-0,571776015055527;-1,89427109604705;3,02565187849395;0,00553637289862884;-0,00018401540599639;-9,45356484602731E-05;-0,0169074304408326
8;-0,0227325178713875;-0,0106906818555817;-0,14638259035522;0,173729305168448;0,000115940239036633;-1,62016413799203E-05;5,63574942703454E-05;-0,0010746375309351
9;-0,10236008198743;-0,0687077256613567;-0,203580885463872;0,22669830122254;0,000578221268749673;-6,92323426061145E-05;7,48207937452453E-06;-0,0014435994308951
10;0,0072011600076705;0,029793643081726;-0,0281877319304769;0,0932787166177033;-0,000123963237021874;-6,93196167467301E-05;-0,000229218606983067;-0,000401667264130485
11;-0,00815209639667838;0,0138227512812019;0,514503402000744;-0,541440596355681;-3,03774061574971E-05;-9,88472048618176E-05;0,000465226469384199;0,00350590097557701
12;0,0171451373282483;0,0432853701718878;-0,0502896924213242;-0,0103231429327506;-0,000216515363909774;-4,69349124930286E-05;0,000172764893648341;-0,000169714784890079
13;-0,0244666966745128;-0,00704041403715846;0,389345777778196;-0,172332595077006;8,78286555450125E-05;-0,000100110878783084;-0,000200785718748146;0,00200566019954064
14;-9,05964096775879E-05;0,0389650911753687;0,0407087029635932;-0,0713925541007069;-0,000168888493660749;-8,07774159316912E-05;0,000223828373936033;0,000316854272189913
15;-0,0153823833341691;-0,0434269260283244;0,0973189005520342;0,0239169824560455;0,000220263502406892;-4,49158315640675E-09;-0,000264532335463691;0,000392900668589171
16;-0,00145672512428572;0,0218859879116196;0,00394598299894158;0,0221720309133688;-9,70922039487594E-05;-3,45606265255646E-05;-0,000106920341795707;-1,06472163371165E-05
17;-0,00110233455119649;-0,0569592884421431;-0,191200682289424;0,0743999876181472;0,000267129793036199;5,40258802787868E-05;-0,000170535068229911;-0,000955801462345111
18;0,00506727368156331;0,0194306626456234;-0,00638065375476567;0,00059884905814886;-9,41215834197332E-05;1,38596533031048E-05;-2,02803861870315E-07;-3,023800664464E-05
19;0,0101877750420229;-0,0455819947475616;-0,127361385350646;0,00653012187009245;0,00021440622207995;5,9536638981061E-05;-1,09383217283773E-05;-0,000603387599483245
20;-0,00764389184745561;0,000362766079750576;0,0705819639461135;-0,0144198944242204;-4,2253376393931E-06;-3,86754681717276E-05;8,51357798648956E-05;0,00033008232905244
21;0,0165171739992276;-0,0218569964072329;-0,0652044678030437;-0,00731329509103053;0,000112945072980577;6,63892991313115E-05;-5,36960860676772E-06;-0,000310164463272294
22;0,00191648900728586;-0,0175179529440768;0,00978962447283074;0,0746865179166069;8,56593073987359E-05;-9,6082620707202E-06;-0,000335261480900107;0,000119989597327109
23;0,0126278514471371;0,00776449826526518;0,018316343992135;-0,00701848957519538;-1,83132924093201E-05;6,73132109481668E-05;5,6807607128071E-05;7,3925212844003E-05
24;0,0148954493050697;-0,00851713821708098;-0,0237709934244569;-0,0103738337996654;6,33388695863052E-05;5,18306219329539E-05;4,97227387761591E-06;-0,000122345012504394
25;0,0106384792075372;0,0100894288227896;0,062365714909777;0,0314766799247456;-2,06734438405173E-05;6,36655126236116E-05;-3,88640172527182E-06;0,000331341268305846
26;0,0122631467934384;-0,00325102080659045;0,0148586466028951;-0,0188378894849655;4,20586551659482E-05;4,18985774387213E-05;0,000112995885737668;1,51310268152937E-05
27;0,0123369271615636;0,00538115331909397;-0,00325849686619496;-0,00853049673709062;1,29116282376992E-05;6,26648232940982E-05;2,40776703027672E-05;-3,54995514263031E-05
28;0,0100278727045088;-0,00471013950437841;0,00394862255902615;-0,015354005109479;4,71069046287508E-05;2,2238037388492E-05;6,8057445905181E-05;-3,23261238447205E-05
29;0,00801749789361492;0,00246324233819459;0,00269812953544204;-0,00375645861654079;1,82556069476969E-05;3,52155426703568E-05;2,17773913311265E-05;-3,15955037589569E-06
30;0,00905398970553099;-0,000342113985750537;-0,0244805554752855;0,00550824256388908;3,44222182689795E-05;2,71354327315675E-05;-0,000104701248882661;-5,54983416941952E-05
