X;Y
60;168
62;188
70;205
84;218
101;227
120;228
140;227
160;228
179;231
198;235
217;238
236;240
255;243
274;244
294;245
314;246
334;246
355;245
375;244
394;243
413;240
432;238
451;234
470;231
489;229
509;229
529;230
547;225
563;215
575;199
581;182
580;163
572;146
557;132
541;124
522;122
502;123
482;122
463;119
444;115
425;112
406;109
387;107
368;105
348;104
327;104
307;104
287;104
267;105
248;107
228;110
209;112
190;116
172;119
152;121
133;121
113;120
94;125
78;136
66;151
