X;Y
53;115
56;133
66;149
81;158
98;161
117;161
136;164
153;168
170;172
188;177
205;180
223;184
241;186
259;188
278;189
297;190
316;190
335;189
353;188
372;186
389;183
407;180
425;176
442;172
460;167
477;164
496;163
514;161
531;153
544;140
549;124
547;106
536;91
521;82
504;78
485;77
467;74
450;69
433;65
416;60
398;57
380;54
361;51
343;50
324;49
305;49
287;49
268;50
250;51
231;53
213;56
195;60
178;64
161;68
143;73
126;76
108;78
89;80
72;86
60;99
