n;a(n);b(n);c(n);d(n);Invariant of a(n);Invariant of b(n);Invariant of c(n);Invariant of d(n)
0;604,389320065397;n. def.;233,388453810145;n. def.;n. def.;n. def.;n. def.;n. def.
1;-196,402982790115;-20,4602980137501;-6,47377623173921;70,1971277572659;1;8,99567600284756E-17;1,21441626038442E-16;-0,35696620094952
2;-0,0832468891206385;0,0631803628115109;-0,372148731656043;-0,640954271786859;0,000332966102351669;-0,000414624717970404;0,00252442084686283;0,00277704755680964
3;-18,2166881802217;-5,91302806248103;-2,76769929979986;8,47554310813058;0,0969883051565375;-4,55133438871786E-05;0,000426646908743982;-0,0451523635779282
4;-0,0761752250064186;0,0591229424796655;-0,14084440712124;0,16315957357862;0,000227720483405561;-0,000426097266617227;0,000313238925809337;-0,0010480233848518
5;-4,91094472640532;-2,84759836646611;-2,55186762574599;4,47069231441776;0,0287487589417625;6,36348601215536E-05;-9,47589084462363E-05;-0,0260676431014115
6;-0,0499489612787386;0,0369084837324746;0,00961578143528927;-0,0418540694785946;9,28998653696829E-05;-0,000301311609507698;8,66100453629913E-05;0,000198223480327257
7;-1,47276159617456;-1,31645947428873;-2,10867171849857;2,29427825848279;0,0100026114276778;-1,64832634291407E-05;0,000120425314170878;-0,015780496280137
8;-0,0282161996416383;0,00927804476042671;0,0399088031720013;0,147944935948366;6,31642897479253E-05;-0,000136337063583614;-0,000693967225125356;-0,00034730194877697
9;-0,38545416443317;-0,520721859768697;-0,985766696211606;0,734991693403967;0,00328097604573231;-2,29576205076145E-05;-0,000106469456417642;-0,00622588534786164
10;-0,0191860041076263;0,00943283436253768;-0,0436191014656465;-0,0630922612819609;4,4621433908632E-06;-0,000107913256179151;0,000386904834307791;-3,52019793213158E-05
11;-0,0767253875671811;-0,166604606903787;-0,327550527420694;0,188734565830963;0,000929689372060806;-1,08485072525401E-05;-0,000210919267915135;-0,00190232651990384
12;-0,0227846830563816;0,010732998552261;0,0235289145623587;0,0190016689277046;-1,66481983830729E-05;-0,00012678054767934;-0,000127601174474994;8,42157967568746E-05
13;-0,0128491751977247;-0,0418318870763525;0,0967403138300166;-0,0671482969257689;0,000219374256218608;-2,45771464263239E-05;0,000237600266222592;0,00054732596786884
14;-0,0180313469934714;-0,000902039966201533;0,00372929048757174;-0,0255508259644943;1,2447240943797E-05;-9,06374542639806E-05;0,000127129314923987;3,04301379389283E-05
15;-0,005666383399758;-0,0164986405333509;0,104010645593635;0,0290433606107664;8,38766260031879E-05;-3,22670469038377E-05;-0,000140265765361674;0,000528319444589492
16;-0,00978141849049376;-0,0036133625363227;-0,0162443199648387;0,0123679398679062;1,27042533119848E-05;-5,09793438192119E-05;-7,1796909322922E-05;-7,45885932510734E-05
17;-0,00783362796116299;-0,0196681616731647;0,0908229915558017;-0,064660044566183;8,63090403562847E-05;-6,25543757270924E-05;0,000421556359725128;0,000375747389940207
18;-0,013012365591879;0,0010802777144663;-0,0358981757388993;-0,026825627459541;-2,67901604472166E-05;-5,95548763421149E-05;6,97536496938999E-05;-0,000216206781930473
19;-0,0110508889783557;-0,0270924840339965;-0,00864726826727611;0,0146787955285766;0,00010133315238981;-0,000108452059191178;-8,53702118774877E-05;-8,97542843119108E-06
20;-0,0107802555937988;0,000752246256324896;0,00454552775166214;0,0462487025815524;-3,04100310107182E-05;-4,55503847999165E-05;-0,000189226287137167;0,000139900955528584
21;-0,00464863088164688;-0,0293038699201743;-0,0106060942737004;-0,0332882037026882;0,000103900008013398;-0,000107362196756282;0,000102875517836669;-0,000144822070312306
22;0,00692509655389598;0,00101261259614882;-0,00970752156737988;0,0633719394368471;2,14760478995981E-05;2,82514832522075E-05;-0,000268068079064462;0,000183151473077589
23;0,00744885680351911;-0,0229381923434403;-0,0364790055046706;0,0333485791361299;0,000105814744998103;-6,3074125292666E-05;-0,000249699325318457;6,24753536001092E-06
24;0,0148575038410239;0,00441778127227954;0,0299872371679282;-0,00681772933738627;4,82231590799516E-05;6,11011289814578E-05;0,00014455014275139;5,88315888926089E-05
25;0,00785430397574295;-0,0211054178939686;0,0352289883302677;-0,0431952891790596;8,51283377856933E-05;-7,39255605921079E-05;0,000262207251388006;-0,000105918052726991
26;0,0101909077497288;-0,0074499512307254;0,0490778869554679;-0,00629559487182154;6,10235389332627E-05;-1,51112926957016E-05;0,000241776634365738;6,68221064356052E-05
27;0,0104054089894879;-0,0182522657200913;-0,0221487450563513;0,0449084427900517;7,79300777217583E-05;-7,42245378549765E-05;-0,000172562707123751;0,000185098031091198
28;0,00989073685123474;-0,00547303437693026;-0,0297748348174042;-0,0248456578681943;5,49669543509143E-05;-1,71991051438302E-05;-0,000124533573087517;-0,000151716027637429
29;0,0174038036263409;-0,00698538403703948;-0,00409421046552488;0,00101710630283323;9,08158158853513E-05;-2,81226375022827E-05;-2,06435530336615E-05;3,31512893770468E-06
30;0,000623827021366134;0,00183873901861471;-0,00811975647208072;-0,0117589757697064;3,59044050233715E-06;9,5154738330032E-06;-4,25368515648947E-05;-5,84870157856083E-05
