Index;Source Image;Area;Perimeter;Width;Height;Rotation Angle;Segmentation Method;Optimization Method;Best Template (EFDIs);Template Difference (EFDIs);Hu-Match for best EFDIs-Template;Standard Deviation;Width/Height Ratio;Smoothed Perimeter Ratio;Compactness Ratio;Quality Indicators;Template is convex;Convexity is used;Rectangularity;Compactness;Ellipticity;Triangularity;Roundness;Convexity by Perimeter;Convexity by Area;Formfactor;CDF;PCAF;CHMDF;CDF-Match;PCAF-Match;(non-)Convexity Indicators;Ranking Index;Contour Image;Contour Image top left Corner;mu-00;mu-20;mu-11;mu-02;mu-30;mu-21;mu-12;mu-03;Hu-1;Hu-2;Hu-3;Hu-4;Hu-5;Hu-6;Hu-7
1;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002246ca.jpg";893,47667638484;150,224290332016;64,796142578125;16,3277077188297;0,0157318333779135;"RATS, sigma=4.00";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.70.tif";6,17380347493151E-06;0,135866778014632;16,5640737717943;3,96847761449084;0,995759646092559;0,981883390141605;0;False;False;0,844517882587465;0,520532100429665;0,98390741964732;0,695104006666531;0,270953667577718;0,963957012920881;0,980086347697966;0,497522541045234;1,02885446060737;2,03182631293738;86,8676829338074;0,998456024300262;0,974078680832922;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000001";"{X=15,Y=64}";85809,5;2452823147,0234;634414,970479965;142266218,190048;270729822,905273;368047730,539795;15123654,2311249;-14671830,9099121;0,352437064363874;0,0984672914979245;2,79970389571006E-07;4,44043562941168E-08;1,32493032217377E-15;-2,90372903850787E-09;-4,77044328394942E-15
2;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002439ca.jpg";1013,32778009163;162,747547748137;70,92181770169;16,8496486118862;0,197511724670309;"Otsu's Thresholding";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.70.tif";7,43975764991473E-06;0,0554623849384381;22,909506092732;4,20909772870041;0,998074476113484;0,990929472438014;0;False;False;0,847967568740331;0,506465860270849;0,9813676600971;0,696902921702261;0,256507667619891;0,968216536608823;0,9785871221072;0,480762855559645;1,0273541176598;2,18814221126182;94,4734477996826;0,999914164613096;0,953272353399274;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000002";"{X=11,Y=28}";97320;3360772405,5541;10991676,6327305;172269528,901966;-2347010930,88867;264999335,058411;114108661,540543;-8728858,2611084;0,373030714143576;0,11334069437216;9,0247168468405E-07;5,78644975034651E-07;4,17578858277433E-13;1,89433108324767E-07;2,19023138402416E-14
3;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002342ca.jpg";555,211370262391;113,988300938996;48,4772756148358;14,1919194435587;0,261815189755273;"RATS, sigma=3.00";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";7,72440437108454E-06;0,0293796555553976;18,5474030240925;3,41583644183087;0,999475610442156;0,995644024404105;0;False;False;0,807010172937854;0,548461352441657;0,988983109591097;0,691536572215628;0,300809855122131;0,960431143842412;0,974630098427176;0,536967072401686;1,03361467153358;2,60302874021286;108,706775665283;0,998312491305223;0,915811803435529;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000003";"{X=82,Y=115}";53322,5;826946197,541906;3492750,10585022;62612131,9737387;-633795566,996094;-192229615,501617;43995485,7845764;13574538,3691406;0,312862437677019;0,072270439271591;2,16861025612651E-06;8,81011550776233E-07;1,18688213976799E-12;1,98226951401389E-07;-2,72507109360139E-13
4;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002227ca.jpg";536,214077467722;113,738948690648;48,2668911680883;13,6772591727121;0,0762487913717378;"Canny Edge Detector";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";8,20710252475699E-06;0,0380261612880131;17,6421914880623;3,52898856112833;0,991299011543688;0,991344761705596;0;False;False;0,812250164262757;0,541345882568108;0,987196345299062;0,69278821061538;0,293055364573444;0,955016054643626;0,970973367900071;0,520870373773055;1,03849859034022;2,98943648297021;124,581380367279;0,996979546524646;0,950787352933126;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000004";"{X=20,Y=16}";51498;794257754,064837;981398,981733084;56804925,2183042;-1419740328,33496;-251627938,14711;87797812,8674622;12966416,086792;0,32090820438858;0,0773232530285183;9,44921785606988E-06;5,05526224312968E-06;3,47508063327793E-11;1,31955648047105E-06;-3,62381231931047E-12
5;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002416ca.jpg";598,589129529363;111,827936294127;46,1231652084662;15,4127813845265;-0,037078405676598;"Adaptive Thresholding";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.131.tif";8,25889534786088E-06;0,00832482489719844;18,9210271938423;2,99252704996978;0,99386090220525;0,996628674692582;0;False;False;0,842032208842867;0,598549908866942;0,988981158314333;0,691537936629129;0,358261993404625;0,957409725829797;0,987690060991324;0,601503375710656;1,0284741302089;1,24633622376649;40,5093379020691;0,997117301291748;0,989258814242011;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000005";"{X=33,Y=8}";57488,5;814720986,203153;-471686,072990417;85843742,0626117;54400296,5288086;57485559,7038727;1941143,32962418;-4107419,02462769;0,272491512212828;0,0486391080565847;5,3405766247759E-08;9,59290331483982E-09;1,22227910633342E-16;1,11460780885627E-10;-1,7945927758667E-16
6;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002341ca.jpg";875,963140358184;150,154260640242;65,0017874581473;15,9234821553133;0,0685527225172715;"RATS, sigma=3.00";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.70.tif";8,68350266137034E-06;0,0464708578909414;18,245959414986;4,08213397196277;0,997514899963498;0,994797658593588;0;False;False;0,846296387507913;0,513774654606635;0,982556230214182;0,696059898207247;0,263964395716167;0,964765107532919;0,978346193430593;0,488225407071797;1,0293274017919;2,2133071825503;99,9363460540771;0,997997267471279;0,942433789465391;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000006";"{X=43,Y=93}";84127,5;2430557442,43285;2749175,11159611;132824768,97971;2735369487,25586;-677557584,079346;-169722108,440918;25556832,8897705;0,362190787539608;0,105402170348663;3,50343581977776E-06;1,66296296103123E-06;3,94817410400865E-12;4,73771440202508E-07;7,23630321634318E-13
7;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002313ca.jpg";565,941274468971;115,983846698489;49,3914047552615;14,1899093316526;-0,153466513222535;"Adaptive Thresholding";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";8,82716461362341E-06;0,00192611226438622;17,0496738593689;3,48074139170763;0,996355811735612;0,99526617286769;0;False;False;0,80749598152383;0,54348725645584;0,988823345263516;0,691648303877291;0,295378397929896;0,957188131329507;0,969740762547057;0,528671885831775;1,03796506590616;3,12034294335179;134,728098869324;0,997492003991474;0,910899363309026;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000007";"{X=52,Y=81}";54353;869703994,881726;-2157367,55638599;64271781,4744353;557043273,975586;100828537,806854;-41851025,8037071;-6967991,44000244;0,316146641657321;0,0743320951838953;1,18409430683998E-06;5,78098557053257E-07;4,75136314574271E-13;1,47185735704873E-07;-5,48792350955188E-14
8;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002340ca.jpg";462,89566847147;105,451887140469;45,4099040128747;13,0653225645727;-0,0769240149985132;"Adaptive Thresholding";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.163.tif";8,94504891865845E-06;0,026626434644644;17,470834198107;3,47560527407153;0,995894596715257;0,995272702223025;0;True;False;0,780211588652779;0,534621024575658;0,996570092347546;0,686271838616715;0,285819639918327;0,952964442951598;0,987669817713251;0,523099456251913;1,03092060460758;1,24841136841632;13,9186193943024;0,998279810904277;0,873444505102638;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000008";"{X=11,Y=105}";44456,5;571830756,487398;-709452,132326126;43406502,2845635;-99861399,8222656;35106905,6312103;6609348,48420715;-3103666,2623291;0,311294961832498;0,0714870777579736;1,50194741486638E-07;5,5975339085486E-08;4,96550765364751E-15;1,18368447395075E-08;1,29826890175633E-15
9;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002326ca.jpg";572,65201999167;118,492600431248;50,3095883739238;13,8884517124721;0,118023502227644;"Canny Edge Detector";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";9,20416537487391E-06;0,0972646010324457;18,0657076599237;3,62240438426587;0,991352573196507;0,982877904373077;0;False;False;0,819570277299404;0,536722366580224;0,985340284656131;0,694093198294899;0,288070898787476;0,95568453815169;0,969383708325622;0,512528712185442;1,03897682037345;3,15832537842629;135,399528503418;0,996520647392038;0,899944768142037;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000009";"{X=32,Y=67}";54997,5;928402577,939327;1781958,9143281;63336336,9143546;-1730145431,64844;-207468730,308929;113101741,621033;14746686,7620239;0,327877381515492;0,0817964218170521;9,31810279863968E-06;5,27052898205292E-06;3,6875202022832E-11;1,4665996410383E-06;-2,11125296833983E-12
10;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002228ca.jpg";549,916701374427;116,23744679957;49,4984155771684;13,6962376808634;0,433459041210579;"Adaptive Thresholding";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";9,48646929070473E-06;0,0887870725887137;18,3846285106693;3,61401552240353;0,99294053258146;0,978953570677333;0;False;False;0,811155893862958;0,534579396777913;0,986212010279254;0,693479680289153;0,285775131459437;0,954595129576501;0,966192235922579;0,511463504260951;1,04127762699245;3,49907221570038;173,94930267334;0,994318735776872;0,81230629869582;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000010";"{X=33,Y=13}";52814;853168127,495915;6011607,24339819;58598386,6378543;-938465793,723633;-24113728,2783661;55083317,965786;1488061,17126465;0,326877867390725;0,0811647075866061;2,97788607617363E-06;1,90036515394573E-06;4,52051366971572E-12;5,4105060179051E-07;-4,53367553803744E-14
11;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002378ca.jpg";517,128279883382;102,951629441612;42,4566743811783;15,7193942945831;0,269656962292241;"Adaptive Thresholding";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.161.tif";9,82840913043566E-06;0,018225492480001;20,4043033268904;2,7009103267935;0,994733300774868;0,993475003456584;0;True;False;0,774847984639995;0,604377420176968;0,997397285620179;0,685702677805586;0,365272066019767;0,946308948207932;0,991119537018559;0,613114663548661;1,03284868571299;0,896003221584617;0;0,997900917852911;0,995431907089534;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000011";"{X=76,Y=81}";49665;553367777,283152;2275853,73331022;69816522,0658412;-142147013,699707;144245044,166138;17491972,1966362;-19772605,5539551;0,252647859697117;0,038434545535253;8,02994541494812E-07;1,02697839928852E-07;1,09778017187354E-14;-1,59997584161037E-10;2,73722859972056E-14
12;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002402ca.jpg";858,673469387755;146,216935491075;62,9603794642857;16,2448057836416;0,163483554978421;"Adaptive Thresholding";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.70.tif";9,93684705650765E-06;0,195343620157635;17,0562205861553;3,87572374227376;0,995135434588396;0,973208034384494;0;False;False;0,839549262178279;0,52517221949432;0,983292830425286;0,695538468728565;0,275805860128591;0,963520875985279;0,977757490248153;0,504710748546375;1,03030436272704;2,27484933367286;96,1996684074402;0,997050940949747;0,916937858004888;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000012";"{X=18,Y=24}";82467;2217662158,9434;5944489,83611584;134330402,702845;1210684597,95898;120177331,39032;-49026538,9312134;-6010573,44134521;0,345840262296331;0,0938448029982112;5,18559178706228E-07;3,57215479185935E-07;1,53672531315721E-13;1,07455872381738E-07;-4,64519981193147E-15
13;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002451ca.jpg";888,93169512703;152,205332712251;66,019990882095;16,0257191560706;0,054293534787448;"Adaptive Thresholding";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.70.tif";9,96401448937888E-06;0,0216498822803792;22,5654314740588;4,11962734646366;0,994474004259331;0,997025726374572;0;False;False;0,840185928599902;0,509581666774022;0,983563246873805;0,695347240515108;0,25967347511219;0,962780161691514;0,978554399156389;0,482190353540108;1,0302871515689;2,19155939231373;102,684691429138;0,997067596890172;0,951785966931824;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000013";"{X=18,Y=0}";85373;2523635832,96108;2262972,71288252;135531413,654449;-1440851391,95605;242723499,732788;79982401,7364349;-8536362,89865112;0,364841781203768;0,107355923811378;7,42585179194845E-07;4,2044022217118E-07;2,33794179170251E-13;1,29746233206797E-07;2,30241332876601E-14
14;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\003013ca.jpg";582,22615576843;119,164619360651;50,8178928920201;14,0861760353556;-0,0752444764134238;"Adaptive Thresholding";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";1,00717859280751E-05;0,0822218305194931;20,1424103404269;3,60764289502487;0,994238872512723;0,98114713447097;0;False;False;0,813358382048679;0,535777241134091;0,98787354956363;0,692313292412662;0,287057252117258;0,955866907007707;0,973180410038637;0,51523684891223;1,03686472705965;2,7558703077776;122,954021453857;0,998550559820816;0,969585359397087;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000014";"{X=43,Y=43}";55917;953885354,70885;-1166423,96125889;65700339,5825727;1142067918,21533;47799512,0718384;-79762418,2804909;-3305550,5692749;0,326088893564928;0,0806927334540781;3,52990018613376E-06;2,06795345244679E-06;5,58608378577519E-12;5,85244009511932E-07;-1,10469170602719E-13
15;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\003128ca.jpg";461,375468554769;104,037819358767;44,5920671735491;13,2673177913744;0,0332522576425757;"Canny Edge Detector";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.309.tif";1,07351405477901E-05;0,0105717773054252;17,5811133994901;3,36104613417343;0,995362829782472;0,992170393297053;0;True;False;0,77985482189283;0,543531481176154;0,996383706210482;0,686400214418305;0,295426471029544;0,95166437612229;0,987695736974088;0,535650952771206;1,03162408205741;1,24575439229979;16,422664642334;0,997911635049231;0,801639145871591;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000015";"{X=4,Y=0}";44310,5;547652265,311657;291872,129132986;44738032,3480142;-623362049,360352;-75366914,187706;49603064,839407;6518099,14656067;0,301713425493139;0,065608760959163;3,80733016226436E-06;1,95494516642332E-06;5,32200195827535E-12;4,86665109831661E-07;-3,49995121626098E-13
16;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002302ca.jpg";597,199083715119;120,030464359692;51,3275800432478;14,399339325574;0,133172842489599;"Canny Edge Detector";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";1,09005474767029E-05;0,043687679500743;18,2604836385007;3,56457882425809;0,997182936299897;0,983815623117263;0;False;False;0,808026822875887;0,537234428781772;0,987784711959092;0,69237555644018;0,288620831468477;0,957130802092399;0,971780991350463;0,520890005123575;1,03691386155945;2,90384447737774;136,753646850586;0,998503243178525;0,978812199671129;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000016";"{X=35,Y=69}";57355;987576171,362014;2132155,27340126;70252367,3442552;140358644,526855;-499099910,941437;-12437453,1450958;31978242,6079712;0,321567916141396;0,0777623855641056;3,81890821977339E-06;3,77928407989635E-07;-3,51255770080461E-13;-9,09331260468874E-08;2,876838972302E-13
17;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\003056ca.jpg";581,918992086631;121,926973218821;52,9600244638871;14,2879361522441;0,0367487238240792;"Canny Edge Detector";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.130.tif";1,09053458078843E-05;0,0679692831279951;17,5178373980578;3,70662521861627;0,998123131833245;0,988319472508399;0;False;False;0,769032782868385;0,513970446978759;0,992763927617859;0,688902941132081;0,264165620367546;0,955034244021627;0,97874818304408;0,491895455190278;1,03439806810324;2,17132632520689;77,2017116546631;0,999466283954458;0,941326191543377;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000017";"{X=25,Y=24}";55887,5;973015817,526063;583059,314414978;63955144,8893197;1664791816,29346;39810762,5762634;-97137688,5860977;-2702307,7494812;0,331999347041252;0,0847086426901851;7,0460363318872E-06;4,50993587737095E-06;2,54221193077836E-11;1,3112139524753E-06;-2,19835616217956E-13
18;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002396ca.jpg";571,652436484798;108,466081290829;45,1029314313616;16,4317477479273;0,0746243147644261;"Canny Edge Detector";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.435.tif";1,10432542856634E-05;0,0165747631631636;16,6089780225693;2,74486513079845;0,997661941416092;0,991396175498703;0;True;False;0,771335873646551;0,598158556126743;0,996810519544504;0,686106312259123;0,35779365826763;0,948365326514774;0,990349318589738;0,610596095393923;1,0320953490977;0,974472464322468;15,7097837924957;0,998845616237335;0,877390451576376;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000018";"{X=11,Y=2}";54901,5;682523771,09152;778807,020508051;84565122,5699501;-629130579,922852;239314495,392853;73943243,9698448;-31767504,1877441;0,254493839752838;0,0393557695736572;2,5786206793402E-06;7,04316548725262E-07;8,91297867763148E-13;1,05220605965718E-07;3,26371412967042E-13
19;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\003113ca.jpg";416,352561432736;100,329335015647;42,8572736467634;12,3490578787667;0,0247891163533071;"Canny Edge Detector";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.309.tif";1,10840702144013E-05;0,0559367259617812;17,1558191181351;3,47048933347808;0,985574279424075;0,980669570619819;0;True;False;0,786688632287545;0,537231092425661;0,997785250731185;0,685436058595374;0,288617246668869;0,943459627117502;0,989875109851345;0,519774820787009;1,03507860993025;1,02284521025846;2,84931492805481;0,994581150267842;0,976340776681783;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000019";"{X=0,Y=0}";39986,5;455606269,300255;181710,868413448;35612950,2612635;-128545205,422241;-60909467,2625122;8642295,01602554;4777680,81513214;0,307219350293193;0,0689972085058539;5,77342335785218E-07;1,71455986095456E-07;4,89924847503914E-14;2,8874957875608E-08;-2,25771020433981E-14
20;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002261ca.jpg";554,48250728863;115,790020726165;49,0817323022959;13,7933878995934;0,148001555602632;"Adaptive Thresholding";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";1,11318290096166E-05;0,0345599283439875;20,2298510851713;3,55835220901332;0,991364566490284;0,991354494560802;0;False;False;0,81902473439497;0,541351197410426;0,987890477051365;0,692301429635322;0,293061118937702;0,954372322564269;0,972071373157486;0,51970327108853;1,03827007045544;2,8731045490822;140,809998512268;0,997198978498643;0,989284709918727;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000020";"{X=37,Y=38}";53252,5;848061424,988089;2033627,79919767;60790960,8574176;-390574528,348633;-160331544,658447;20192083,9455032;10839271,8313599;0,320489163473799;0,0770725102139383;1,04012823400725E-06;3,72516351091567E-07;2,19936141557825E-13;7,48130418602849E-08;-7,3457285341142E-14
21;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002265ca.jpg";538,327780091629;113,23174847632;48,4708606953524;13,6955821757414;-0,197820666825166;"Otsu's Thresholding";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";1,1150386980382E-05;0,026556331784454;16,9064959870102;3,53916029807097;0,999253447579011;0,989116853666831;0;False;False;0,810934098626096;0,540129283772094;0,987640639331665;0,692476557109463;0,291739643188155;0,960164854873222;0,972554552294959;0,527618759883781;1,03485388772713;2,82199570607919;126,475038528442;0,999509383183334;0,99284995856802;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000021";"{X=63,Y=46}";51701;796629565,497428;-2551923,1582818;57515169,6199138;-1889132409,14307;514516545,822617;128811537,171379;-31343354,8570557;0,319546144333089;0,0764624584652006;2,07323539556025E-05;9,02058091511408E-06;1,20944134020976E-10;2,15358445852581E-06;2,42966177553251E-11
22;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002235ca.jpg";570,960016659725;116,42702483401;49,5986253388074;14,2139029989437;-0,364593094367237;"Canny Edge Detector";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";1,1177978692902E-05;0,0116584243923206;14,4561554878591;3,48944447858503;0,997308406861467;0,99549285166986;0;False;False;0,80988379496673;0,543611039463488;0,988128192763262;0,69213488148054;0,295512962226574;0,959234241214698;0,972458679151593;0,529307394374047;1,03540977952804;2,83213276192213;126,784336090088;0,999953713143229;0,996416432979015;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000022";"{X=65,Y=108}";54835;890397510,285355;-5251902,1178093;65106016,5037003;591097271,806641;48989533,8074036;-53826908,014946;-4291463,3939209;0,31777271078604;0,0753448704802881;1,18853710716848E-06;5,86262462050637E-07;4,88750120714169E-13;1,58359724452212E-07;-2,47833613580986E-14
23;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\002241ca.jpg";626,046438983757;125,256301444404;53,2656860351563;14,4910368627431;0,26033485208887;"Canny Edge Detector";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";1,12563824202208E-05;0,148693837597953;16,866160621591;3,67576775490122;0,990946972553459;0,970645593763496;0;False;False;0,81107228875157;0,530042640980627;0,98589880137522;0,693699990944091;0,280945201257718;0,952712804631619;0,96794732478488;0,501438004045593;1,04137416503561;3,31140697374658;183,007975816727;0,994226559892115;0,858341612172519;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000023";"{X=32,Y=51}";60125,5;1132643470,87481;4809688,62794399;74132590,8870687;-274373725,203125;-238194808,914764;9015440,09402847;12095895,9904175;0,333817641768205;0,0857416256984972;7,87661909421402E-07;1,54671571228765E-07;3,18647516644825E-14;7,59609182059295E-09;-4,35796561679207E-14
24;"C:\Users\mkloster\Diatomeen\Aufnahmen Sellaphora (Mann et al 2003)\backups\working_docs\mannetal2004\outline_focus\003026ca.jpg";630,893377759267;124,02756382008;53,2698152503189;14,5098440987723;0,231083913793118;"Histogram Equalization + Otsu";"not optimized";"C:\Users\mkloster\Diatomeen\Templates\ADIAC\Sellaphora pupula.115.tif";1,13596987195956E-05;0,127843444669675;21,0458717105569;3,67128791237847;0,998154917807927;0,974320255469833;0;False;False;0,816229021034571;0,532049271833383;0,986907551514335;0,692990937739162;0,283076427658433;0,961447286336978;0,971585715889229;0,515382189634233;1,03467194594934;2,92452674489611;144,656318664551;0,999333655463452;0,971890034982714;0;0;"C:\Users\mkloster\Diatomeen\Export Data for Paper\Sellaphora with RATS with contour optimization.new rectangularity\Sellaphora with RATS with contour optimization.new rectangularity.000024";"{X=10,Y=54}";60591;1140841591,38076;4295497,83153772;75823457,0200579;-74565801,9404297;109688828,590668;-2190301,41140366;-5129655,1350708;0,331401745629897;0,0841607859791665;1,42422243936606E-07;2,06011640454217E-08;1,42680812486553E-16;-1,836711468814E-09;1,10674401162458E-15
