X;Y
67;136
72;151
81;165
93;175
107;179
122;183
137;188
151;192
166;196
181;200
196;204
212;206
227;208
243;210
260;210
275;211
291;210
307;209
323;207
339;205
354;202
369;198
384;194
398;190
413;185
428;181
443;178
457;169
467;157
472;143
474;128
468;113
459;100
447;90
433;85
418;82
404;78
389;73
375;69
360;65
345;61
329;58
314;56
298;55
283;54
266;54
251;54
235;56
219;58
204;60
189;63
174;67
159;72
145;76
130;81
115;85
100;89
86;96
76;108
69;121
