X;Y
65;123
72;139
85;152
101;158
119;159
138;160
156;165
173;169
190;174
208;178
225;181
244;184
262;186
280;187
299;188
318;188
337;188
355;187
374;186
391;183
409;180
427;176
445;172
462;167
479;163
497;160
516;160
534;158
550;147
559;132
562;115
556;98
542;85
525;79
506;79
488;77
470;73
453;68
436;63
418;60
400;56
382;54
364;52
346;50
327;49
309;49
290;50
272;51
253;53
235;56
217;59
199;62
182;66
165;71
147;76
130;79
111;79
93;83
78;93
70;106
