X;Y
128;158
133;174
144;189
156;200
170;207
187;210
204;211
221;213
239;216
255;218
272;220
290;222
307;223
325;224
342;225
360;224
378;223
395;222
412;221
429;219
447;216
463;214
480;212
498;210
514;207
530;201
544;190
553;177
558;167
560;159
561;143
557;128
548;114
536;102
521;94
505;91
487;89
470;87
453;85
436;83
419;81
402;79
384;78
367;77
349;77
333;74
318;77
300;78
283;80
266;82
249;84
232;87
215;89
198;91
181;93
165;97
150;107
139;120
131;134
131;149
