X;Y
44;143
50;160
63;174
78;183
96;186
113;190
130;194
147;199
164;203
182;207
199;210
217;213
235;216
253;217
272;218
291;218
310;217
328;215
346;213
364;210
381;207
399;202
416;197
432;193
449;188
467;184
485;181
501;174
514;161
522;145
524;127
518;111
505;96
490;88
473;85
454;83
437;79
420;74
403;69
386;65
368;62
350;59
332;57
314;56
295;55
276;55
258;56
239;57
221;59
203;62
186;65
168;69
151;73
134;78
117;82
100;86
82;89
66;96
52;110
45;125
