X;Y
85;140
87;158
97;171
110;182
127;184
146;184
163;186
180;190
197;194
215;198
232;200
249;203
266;205
284;206
301;207
318;208
335;207
352;207
370;206
388;205
405;203
422;201
439;198
456;194
473;190
490;187
507;185
526;185
543;181
557;169
563;154
563;136
554;121
540;110
523;106
505;106
487;104
470;100
453;95
436;91
420;88
403;85
385;83
367;81
349;80
331;80
313;80
294;80
276;81
258;83
241;85
224;87
207;91
190;95
173;100
156;104
139;106
121;107
104;112
91;124
