X;Y
45;156
50;177
61;195
77;208
96;216
118;217
140;217
162;219
183;221
205;223
226;225
248;227
269;229
291;230
313;231
336;231
357;231
379;230
401;229
423;227
444;225
466;223
487;221
509;219
531;218
553;218
574;215
593;205
608;190
616;171
618;150
613;129
603;111
586;97
567;90
545;89
523;88
502;87
480;84
459;82
437;79
416;77
394;76
372;75
350;74
329;74
307;74
285;75
263;76
242;78
220;80
199;82
177;85
156;87
134;89
112;89
90;92
72;101
57;117
49;135
