X;Y
117;141
118;156
124;170
133;181
146;188
161;193
175;196
190;200
204;204
218;207
233;211
248;213
263;216
278;218
294;219
308;220
324;220
340;219
356;218
371;217
386;214
401;211
416;208
430;204
445;200
459;197
474;193
488;189
501;180
509;168
514;154
514;139
507;125
498;113
485;106
471;102
457;98
442;94
428;90
413;86
399;83
384;80
369;78
354;76
338;75
322;74
306;74
291;75
276;77
260;79
245;81
230;84
216;87
201;91
187;95
172;99
158;102
143;107
131;115
122;128
