X;Y
80;142
87;158
94;171
108;180
123;185
139;189
154;193
169;198
184;203
200;207
215;211
231;214
247;216
264;218
281;219
298;219
315;219
331;217
348;215
364;213
380;209
396;205
411;200
426;195
441;190
456;186
472;181
486;173
496;161
502;147
503;131
499;115
490;102
476;93
461;88
445;84
430;79
415;74
400;70
384;65
369;62
352;59
336;57
320;56
304;55
287;55
271;56
254;57
237;59
221;62
206;65
190;69
175;74
160;79
145;84
129;88
114;92
99;99
89;112
82;127
